R_angstrom,n_configs,cumulative_weight
1.45,1377,99.9985864495
1.45,1420,99.9987602871
1.45,1463,99.9989032678
1.45,1506,99.9990276633
1.45,1549,99.9991393172
1.45,1592,99.9992365700
1.45,1635,99.9993222867
1.45,1678,99.9993971355
1.45,1721,99.9994616780
1.45,1764,99.9995186584
1.45,1807,99.9995708504
1.45,1850,99.9996185010
1.45,1893,99.9996610314
1.45,1936,99.9996978223
1.45,1979,99.9997304892
1.45,2022,99.9997608041
1.45,2065,99.9997880085
1.45,2108,99.9998123848
1.45,2151,99.9998343712
1.45,2194,99.9998545843
1.45,2237,99.9998718345
1.45,2280,99.9998868267
1.45,2323,99.9999005487
1.45,2366,99.9999128557
1.45,2409,99.9999233558
1.45,2452,99.9999324244
1.45,2495,99.9999404584
1.45,2538,99.9999476889
1.45,2581,99.9999540944
1.45,2624,99.9999597481
1.45,2667,99.9999646904
1.45,2710,99.9999690178
1.45,2753,99.9999728318
1.45,2796,99.9999761986
1.45,2839,99.9999791258
1.45,2882,99.9999817182
1.45,2925,99.9999840473
1.45,2968,99.9999861533
1.45,3011,99.9999880606
1.45,3054,99.9999897734
1.45,3097,99.9999912626
1.45,3140,99.9999926064
1.45,3183,99.9999937695
1.45,3226,99.9999947864
1.45,3269,99.9999956605
1.45,3312,99.9999964050
1.45,3355,99.9999970531
1.45,3398,99.9999976198
1.45,3441,99.9999981061
1.45,3484,99.9999985175
