twist_angle_deg,n_configs,cumulative_weight
90.0,2791,99.9999999389
90.0,2821,99.9999999572
90.0,2851,99.9999999723
90.0,2881,99.9999999836
90.0,2911,99.9999999918
90.0,2941,99.9999999966
90.0,2971,99.9999999992
90.0,3001,100.0000000000
90.0,3003,100.0000000000
100.0,1,79.1999774419
100.0,31,99.4228506109
100.0,61,99.7580096390
100.0,91,99.8877088223
100.0,121,99.9443435083
100.0,151,99.9694599193
100.0,181,99.9794174932
100.0,211,99.9846029741
100.0,241,99.9875819356
100.0,271,99.9899541799
100.0,301,99.9917697788
100.0,331,99.9931535798
100.0,361,99.9942194410
100.0,391,99.9950576924
100.0,421,99.9957484519
100.0,451,99.9963388547
100.0,481,99.9968303133
100.0,511,99.9972377774
100.0,541,99.9975849436
100.0,571,99.9978804991
100.0,601,99.9981398619
100.0,631,99.9983670909
100.0,661,99.9985651616
100.0,691,99.9987422432
100.0,721,99.9988975356
100.0,751,99.9990277252
100.0,781,99.9991397794
100.0,811,99.9992375804
100.0,841,99.9993228226
100.0,871,99.9993971987
100.0,901,99.9994623220
100.0,931,99.9995195832
100.0,961,99.9995712779
100.0,991,99.9996168979
100.0,1021,99.9996577803
100.0,1051,99.9996944812
100.0,1081,99.9997267549
100.0,1111,99.9997551844
100.0,1141,99.9997805897
100.0,1171,99.9998032948
100.0,1201,99.9998237305
100.0,1231,99.9998424806
100.0,1261,99.9998594198
100.0,1291,99.9998744760
100.0,1321,99.9998879278
100.0,1351,99.9998998822
100.0,1381,99.9999105151
100.0,1411,99.9999199271
100.0,1441,99.9999284556
100.0,1471,99.9999360708
100.0,1501,99.9999428303
100.0,1531,99.9999487846
100.0,1561,99.9999541158
100.0,1591,99.9999589499
100.0,1621,99.9999632322
100.0,1651,99.9999671566
100.0,1681,99.9999706290
100.0,1711,99.9999737214
100.0,1741,99.9999765363
100.0,1771,99.9999790827
100.0,1801,99.9999813695
100.0,1831,99.9999834608
100.0,1861,99.9999853490
100.0,1891,99.9999870359
100.0,1921,99.9999885781
100.0,1951,99.9999899967
100.0,1981,99.9999912683
100.0,2011,99.9999923761
100.0,2041,99.9999933066
100.0,2071,99.9999941369
100.0,2101,99.9999948565
100.0,2131,99.9999954891
100.0,2161,99.9999960567
100.0,2191,99.9999965645
100.0,2221,99.9999970184
100.0,2251,99.9999974252
100.0,2281,99.9999977913
100.0,2311,99.9999981103
100.0,2341,99.9999983830
100.0,2371,99.9999986211
100.0,2401,99.9999988311
100.0,2431,99.9999990146
100.0,2461,99.9999991745
100.0,2491,99.9999993144
100.0,2521,99.9999994342
100.0,2551,99.9999995389
100.0,2581,99.9999996250
100.0,2611,99.9999996988
100.0,2641,99.9999997625
100.0,2671,99.9999998156
100.0,2701,99.9999998585
100.0,2731,99.9999998935
100.0,2761,99.9999999199
100.0,2791,99.9999999414
100.0,2821,99.9999999588
100.0,2851,99.9999999726
100.0,2881,99.9999999834
100.0,2911,99.9999999912
100.0,2941,99.9999999963
100.0,2971,99.9999999990
100.0,3001,100.0000000000
100.0,3003,100.0000000000
110.0,1,88.2038139431
110.0,31,99.4777352330
110.0,61,99.8079962401
110.0,91,99.9136172000
110.0,121,99.9548770370
110.0,151,99.9730204225
110.0,181,99.9805804166
110.0,211,99.9848974349
110.0,241,99.9880104397
110.0,271,99.9904068172
110.0,301,99.9922194167
110.0,331,99.9935219413
110.0,361,99.9945229968
110.0,391,99.9953171525
110.0,421,99.9959867043
110.0,451,99.9965527559
110.0,481,99.9970207165
110.0,511,99.9974155838
110.0,541,99.9977593453
110.0,571,99.9980516320
110.0,601,99.9983042756
110.0,631,99.9985209702
110.0,661,99.9987120756
110.0,691,99.9988757326
110.0,721,99.9990165118
110.0,751,99.9991335086
110.0,781,99.9992324946
110.0,811,99.9993184542
110.0,841,99.9993935161
110.0,871,99.9994591162
110.0,901,99.9995157846
110.0,931,99.9995671324
110.0,961,99.9996132587
110.0,991,99.9996536553
110.0,1021,99.9996904887
110.0,1051,99.9997236685
110.0,1081,99.9997534695
110.0,1111,99.9997802137
110.0,1141,99.9998035603
110.0,1171,99.9998240910
110.0,1201,99.9998424424
110.0,1231,99.9998592936
110.0,1261,99.9998743729
110.0,1291,99.9998877132
110.0,1321,99.9998998841
110.0,1351,99.9999110692
110.0,1381,99.9999207558
110.0,1411,99.9999292328
110.0,1441,99.9999368194
110.0,1471,99.9999436097
110.0,1501,99.9999497289
110.0,1531,99.9999552318
110.0,1561,99.9999600493
110.0,1591,99.9999642492
110.0,1621,99.9999679260
110.0,1651,99.9999712322
110.0,1681,99.9999742964
110.0,1711,99.9999770023
110.0,1741,99.9999794093
110.0,1771,99.9999815854
110.0,1801,99.9999835372
110.0,1831,99.9999853081
110.0,1861,99.9999869100
110.0,1891,99.9999883822
110.0,1921,99.9999897307
110.0,1951,99.9999909557
110.0,1981,99.9999920467
110.0,2011,99.9999930238
110.0,2041,99.9999938722
110.0,2071,99.9999946203
110.0,2101,99.9999952764
110.0,2131,99.9999958672
110.0,2161,99.9999963974
110.0,2191,99.9999968554
110.0,2221,99.9999972686
110.0,2251,99.9999976436
110.0,2281,99.9999979725
110.0,2311,99.9999982668
110.0,2341,99.9999985248
110.0,2371,99.9999987497
110.0,2401,99.9999989463
110.0,2431,99.9999991129
110.0,2461,99.9999992575
110.0,2491,99.9999993784
110.0,2521,99.9999994823
110.0,2551,99.9999995729
110.0,2581,99.9999996513
110.0,2611,99.9999997209
110.0,2641,99.9999997799
110.0,2671,99.9999998293
110.0,2701,99.9999998693
110.0,2731,99.9999999025
110.0,2761,99.9999999274
110.0,2791,99.9999999473
110.0,2821,99.9999999628
110.0,2851,99.9999999754
110.0,2881,99.9999999849
110.0,2911,99.9999999919
110.0,2941,99.9999999965
110.0,2971,99.9999999990
110.0,3001,100.0000000000
110.0,3003,100.0000000000
120.0,1,91.7337577716
120.0,31,99.4694687038
120.0,61,99.8165199754
120.0,91,99.9176230689
120.0,121,99.9536386754
120.0,151,99.9719560155
120.0,181,99.9801997727
120.0,211,99.9846063875
120.0,241,99.9878303423
120.0,271,99.9903121437
120.0,301,99.9919838268
120.0,331,99.9932873018
120.0,361,99.9943019691
120.0,391,99.9951424613
120.0,421,99.9958587609
120.0,451,99.9964752881
120.0,481,99.9969866399
120.0,511,99.9973990944
120.0,541,99.9977544727
120.0,571,99.9980576483
120.0,601,99.9983192212
120.0,631,99.9985431603
120.0,661,99.9987335827
120.0,691,99.9988870817
120.0,721,99.9990199450
120.0,751,99.9991306890
120.0,781,99.9992223030
120.0,811,99.9993025577
120.0,841,99.9993743404
120.0,871,99.9994392090
120.0,901,99.9994962584
120.0,931,99.9995471018
120.0,961,99.9995929014
120.0,991,99.9996337879
120.0,1021,99.9996705684
120.0,1051,99.9997042125
120.0,1081,99.9997341991
120.0,1111,99.9997609014
120.0,1141,99.9997851298
120.0,1171,99.9998073666
120.0,1201,99.9998271907
120.0,1231,99.9998451379
120.0,1261,99.9998613858
120.0,1291,99.9998761135
120.0,1321,99.9998892372
120.0,1351,99.9999008658
120.0,1381,99.9999114028
120.0,1411,99.9999208368
120.0,1441,99.9999292602
120.0,1471,99.9999369688
120.0,1501,99.9999439445
120.0,1531,99.9999501813
120.0,1561,99.9999555098
120.0,1591,99.9999602558
120.0,1621,99.9999646003
120.0,1651,99.9999685047
120.0,1681,99.9999720284
120.0,1711,99.9999751609
120.0,1741,99.9999779433
120.0,1771,99.9999804574
120.0,1801,99.9999826821
120.0,1831,99.9999846967
120.0,1861,99.9999864896
120.0,1891,99.9999880614
120.0,1921,99.9999894985
120.0,1951,99.9999907896
120.0,1981,99.9999919293
120.0,2011,99.9999929388
120.0,2041,99.9999938208
120.0,2071,99.9999946074
120.0,2101,99.9999953116
120.0,2131,99.9999959354
120.0,2161,99.9999964837
120.0,2191,99.9999969674
120.0,2221,99.9999973958
120.0,2251,99.9999977705
120.0,2281,99.9999980997
120.0,2311,99.9999983833
120.0,2341,99.9999986236
120.0,2371,99.9999988357
120.0,2401,99.9999990181
120.0,2431,99.9999991741
120.0,2461,99.9999993088
120.0,2491,99.9999994241
120.0,2521,99.9999995238
120.0,2551,99.9999996087
120.0,2581,99.9999996839
120.0,2611,99.9999997484
120.0,2641,99.9999998028
120.0,2671,99.9999998474
120.0,2701,99.9999998842
120.0,2731,99.9999999137
120.0,2761,99.9999999371
120.0,2791,99.9999999561
120.0,2821,99.9999999719
120.0,2851,99.9999999831
120.0,2881,99.9999999904
120.0,2911,99.9999999952
120.0,2941,99.9999999980
120.0,2971,99.9999999996
120.0,3001,100.0000000000
120.0,3003,100.0000000000
130.0,1,93.4535075436
130.0,31,99.4864040839
130.0,61,99.8325856709
130.0,91,99.9246382972
130.0,121,99.9575908341
130.0,151,99.9738801524
130.0,181,99.9811665737
130.0,211,99.9853982687
130.0,241,99.9883992330
130.0,271,99.9906145109
130.0,301,99.9922283909
130.0,331,99.9934721782
130.0,361,99.9944699021
130.0,391,99.9952983113
130.0,421,99.9960172400
130.0,451,99.9966244613
130.0,481,99.9971178666
130.0,511,99.9975220147
130.0,541,99.9978604760
130.0,571,99.9981548132
130.0,601,99.9984062538
130.0,631,99.9986160786
130.0,661,99.9987905367
130.0,691,99.9989369263
130.0,721,99.9990643285
130.0,751,99.9991690836
130.0,781,99.9992582216
130.0,811,99.9993362868
130.0,841,99.9994052537
130.0,871,99.9994655266
130.0,901,99.9995192112
130.0,931,99.9995679753
130.0,961,99.9996116118
130.0,991,99.9996510316
130.0,1021,99.9996860537
130.0,1051,99.9997177090
130.0,1081,99.9997463137
130.0,1111,99.9997721823
130.0,1141,99.9997955789
130.0,1171,99.9998164553
130.0,1201,99.9998353179
130.0,1231,99.9998524682
130.0,1261,99.9998677131
130.0,1291,99.9998816521
130.0,1321,99.9998945073
130.0,1351,99.9999059455
130.0,1381,99.9999161540
130.0,1411,99.9999250810
130.0,1441,99.9999330599
130.0,1471,99.9999402766
130.0,1501,99.9999469225
130.0,1531,99.9999528705
130.0,1561,99.9999581292
130.0,1591,99.9999627808
130.0,1621,99.9999668872
130.0,1651,99.9999705778
130.0,1681,99.9999739043
130.0,1711,99.9999768476
130.0,1741,99.9999794818
130.0,1771,99.9999818032
130.0,1801,99.9999838502
130.0,1831,99.9999856822
130.0,1861,99.9999873518
130.0,1891,99.9999888601
130.0,1921,99.9999901753
130.0,1951,99.9999913204
130.0,1981,99.9999923403
130.0,2011,99.9999932714
130.0,2041,99.9999941041
130.0,2071,99.9999948574
130.0,2101,99.9999955313
130.0,2131,99.9999961238
130.0,2161,99.9999966412
130.0,2191,99.9999971045
130.0,2221,99.9999975035
130.0,2251,99.9999978456
130.0,2281,99.9999981510
130.0,2311,99.9999984184
130.0,2341,99.9999986604
130.0,2371,99.9999988713
130.0,2401,99.9999990498
130.0,2431,99.9999992028
130.0,2461,99.9999993335
130.0,2491,99.9999994481
130.0,2521,99.9999995447
130.0,2551,99.9999996275
130.0,2581,99.9999996995
130.0,2611,99.9999997619
130.0,2641,99.9999998125
130.0,2671,99.9999998552
130.0,2701,99.9999998888
130.0,2731,99.9999999168
130.0,2761,99.9999999394
130.0,2791,99.9999999574
130.0,2821,99.9999999721
130.0,2851,99.9999999831
130.0,2881,99.9999999903
130.0,2911,99.9999999948
130.0,2941,99.9999999978
130.0,2971,99.9999999995
130.0,3001,100.0000000000
130.0,3003,100.0000000000
140.0,1,94.3569357544
140.0,31,99.4988002794
140.0,61,99.8441997899
140.0,91,99.9299855880
140.0,121,99.9607439915
140.0,151,99.9758374093
140.0,181,99.9822222062
140.0,211,99.9861296869
140.0,241,99.9889287088
140.0,271,99.9909765174
140.0,301,99.9925241366
140.0,331,99.9936975766
140.0,361,99.9946614985
140.0,391,99.9954894265
140.0,421,99.9962053333
140.0,451,99.9967869963
140.0,481,99.9972618399
140.0,511,99.9976591040
140.0,541,99.9979892401
140.0,571,99.9982683969
140.0,601,99.9985001915
140.0,631,99.9986936296
140.0,661,99.9988511778
140.0,691,99.9989883579
140.0,721,99.9991049022
140.0,751,99.9992072148
140.0,781,99.9992962414
140.0,811,99.9993725980
140.0,841,99.9994393730
140.0,871,99.9994962686
140.0,901,99.9995469278
140.0,931,99.9995931731
140.0,961,99.9996344377
140.0,991,99.9996707436
140.0,1021,99.9997032467
140.0,1051,99.9997326990
140.0,1081,99.9997595777
140.0,1111,99.9997842119
140.0,1141,99.9998064514
140.0,1171,99.9998266746
140.0,1201,99.9998449781
140.0,1231,99.9998613179
140.0,1261,99.9998760155
140.0,1291,99.9998893242
140.0,1321,99.9999014182
140.0,1351,99.9999119360
140.0,1381,99.9999212073
140.0,1411,99.9999296303
140.0,1441,99.9999371859
140.0,1471,99.9999439337
140.0,1501,99.9999501289
140.0,1531,99.9999557711
140.0,1561,99.9999608492
140.0,1591,99.9999652891
140.0,1621,99.9999691926
140.0,1651,99.9999726358
140.0,1681,99.9999757484
140.0,1711,99.9999784643
140.0,1741,99.9999808662
140.0,1771,99.9999830587
140.0,1801,99.9999849967
140.0,1831,99.9999867065
140.0,1861,99.9999882432
140.0,1891,99.9999896047
140.0,1921,99.9999908325
140.0,1951,99.9999919238
140.0,1981,99.9999928746
140.0,2011,99.9999937341
140.0,2041,99.9999945031
140.0,2071,99.9999952021
140.0,2101,99.9999958267
140.0,2131,99.9999963831
140.0,2161,99.9999968761
140.0,2191,99.9999972943
140.0,2221,99.9999976641
140.0,2251,99.9999979860
140.0,2281,99.9999982646
140.0,2311,99.9999985151
140.0,2341,99.9999987397
140.0,2371,99.9999989376
140.0,2401,99.9999991092
140.0,2431,99.9999992554
140.0,2461,99.9999993810
140.0,2491,99.9999994885
140.0,2521,99.9999995782
140.0,2551,99.9999996561
140.0,2581,99.9999997234
140.0,2611,99.9999997816
140.0,2641,99.9999998296
140.0,2671,99.9999998674
140.0,2701,99.9999998987
140.0,2731,99.9999999242
140.0,2761,99.9999999452
140.0,2791,99.9999999619
140.0,2821,99.9999999753
140.0,2851,99.9999999850
140.0,2881,99.9999999915
140.0,2911,99.9999999955
140.0,2941,99.9999999980
140.0,2971,99.9999999995
140.0,3001,100.0000000000
140.0,3003,100.0000000000
150.0,1,94.8709186323
150.0,31,99.5112060467
150.0,61,99.8540801774
150.0,91,99.9347399880
150.0,121,99.9640280247
150.0,151,99.9776452543
150.0,181,99.9834994754
150.0,211,99.9870690257
150.0,241,99.9896114310
150.0,271,99.9914671718
150.0,301,99.9928947021
150.0,331,99.9940225881
150.0,361,99.9949404516
150.0,391,99.9957466614
150.0,421,99.9964301188
150.0,451,99.9969859611
150.0,481,99.9974512547
150.0,511,99.9978330922
150.0,541,99.9981476414
150.0,571,99.9984075116
150.0,601,99.9986143384
150.0,631,99.9987845314
150.0,661,99.9989307738
150.0,691,99.9990569584
150.0,721,99.9991668086
150.0,751,99.9992641516
150.0,781,99.9993474374
150.0,811,99.9994193372
150.0,841,99.9994819584
150.0,871,99.9995362783
150.0,901,99.9995851136
150.0,931,99.9996281432
150.0,961,99.9996655900
150.0,991,99.9996987664
150.0,1021,99.9997282525
150.0,1051,99.9997549469
150.0,1081,99.9997792224
150.0,1111,99.9998017589
150.0,1141,99.9998224700
150.0,1171,99.9998412951
150.0,1201,99.9998584878
150.0,1231,99.9998736863
150.0,1261,99.9998872709
150.0,1291,99.9998995337
150.0,1321,99.9999102674
150.0,1351,99.9999197692
150.0,1381,99.9999282912
150.0,1411,99.9999359474
150.0,1441,99.9999427700
150.0,1471,99.9999490336
150.0,1501,99.9999547394
150.0,1531,99.9999598530
150.0,1561,99.9999642880
150.0,1591,99.9999682988
150.0,1621,99.9999718938
150.0,1651,99.9999751226
150.0,1681,99.9999779736
150.0,1711,99.9999804895
150.0,1741,99.9999827197
150.0,1771,99.9999846924
150.0,1801,99.9999864685
150.0,1831,99.9999880578
150.0,1861,99.9999894424
150.0,1891,99.9999906541
150.0,1921,99.9999917455
150.0,1951,99.9999927212
150.0,1981,99.9999935828
150.0,2011,99.9999943567
150.0,2041,99.9999950429
150.0,2071,99.9999956728
150.0,2101,99.9999962532
150.0,2131,99.9999967546
150.0,2161,99.9999971918
150.0,2191,99.9999975719
150.0,2221,99.9999978983
150.0,2251,99.9999981871
150.0,2281,99.9999984489
150.0,2311,99.9999986746
150.0,2341,99.9999988700
150.0,2371,99.9999990435
150.0,2401,99.9999991997
150.0,2431,99.9999993341
150.0,2461,99.9999994468
150.0,2491,99.9999995424
150.0,2521,99.9999996233
150.0,2551,99.9999996938
150.0,2581,99.9999997543
150.0,2611,99.9999998062
150.0,2641,99.9999998483
150.0,2671,99.9999998823
150.0,2701,99.9999999103
150.0,2731,99.9999999327
150.0,2761,99.9999999513
150.0,2791,99.9999999668
150.0,2821,99.9999999783
150.0,2851,99.9999999871
150.0,2881,99.9999999927
150.0,2911,99.9999999963
150.0,2941,99.9999999984
150.0,2971,99.9999999996
150.0,3001,100.0000000000
150.0,3003,100.0000000000
160.0,1,95.1673247067
160.0,31,99.5381552232
160.0,61,99.8673523642
160.0,91,99.9403778259
160.0,121,99.9682966751
160.0,151,99.9797344173
160.0,181,99.9851243351
160.0,211,99.9883466413
160.0,241,99.9905685753
160.0,271,99.9922044344
160.0,301,99.9934638760
160.0,331,99.9944875999
160.0,361,99.9953605463
160.0,391,99.9961163483
160.0,421,99.9967516903
160.0,451,99.9972634368
160.0,481,99.9976982138
160.0,511,99.9980605507
160.0,541,99.9983516484
160.0,571,99.9985828604
160.0,601,99.9987658609
160.0,631,99.9989192558
160.0,661,99.9990502283
160.0,691,99.9991640278
160.0,721,99.9992647210
160.0,751,99.9993505542
160.0,781,99.9994246382
160.0,811,99.9994885546
160.0,841,99.9995446992
160.0,871,99.9995933975
160.0,901,99.9996365792
160.0,931,99.9996746990
160.0,961,99.9997089280
160.0,991,99.9997387958
160.0,1021,99.9997647902
160.0,1051,99.9997886591
160.0,1081,99.9998105044
160.0,1111,99.9998303830
160.0,1141,99.9998485363
160.0,1171,99.9998644467
160.0,1201,99.9998790164
160.0,1231,99.9998919201
160.0,1261,99.9999034123
160.0,1291,99.9999138870
160.0,1321,99.9999231417
160.0,1351,99.9999313534
160.0,1381,99.9999386609
160.0,1411,99.9999452609
160.0,1441,99.9999512422
160.0,1471,99.9999566850
160.0,1501,99.9999614450
160.0,1531,99.9999656790
160.0,1561,99.9999694478
160.0,1591,99.9999728288
160.0,1621,99.9999759217
160.0,1651,99.9999786795
160.0,1681,99.9999812050
160.0,1711,99.9999834675
160.0,1741,99.9999854093
160.0,1771,99.9999870998
160.0,1801,99.9999886093
160.0,1831,99.9999899329
160.0,1861,99.9999911008
160.0,1891,99.9999921570
160.0,1921,99.9999930989
160.0,1951,99.9999939141
160.0,1981,99.9999946366
160.0,2011,99.9999952945
160.0,2041,99.9999958865
160.0,2071,99.9999964058
160.0,2101,99.9999968748
160.0,2131,99.9999972926
160.0,2161,99.9999976605
160.0,2191,99.9999979756
160.0,2221,99.9999982520
160.0,2251,99.9999984924
160.0,2281,99.9999987098
160.0,2311,99.9999989021
160.0,2341,99.9999990692
160.0,2371,99.9999992129
160.0,2401,99.9999993398
160.0,2431,99.9999994478
160.0,2461,99.9999995390
160.0,2491,99.9999996165
160.0,2521,99.9999996853
160.0,2551,99.9999997452
160.0,2581,99.9999997967
160.0,2611,99.9999998378
160.0,2641,99.9999998729
160.0,2671,99.9999999014
160.0,2701,99.9999999252
160.0,2731,99.9999999443
160.0,2761,99.9999999603
160.0,2791,99.9999999730
160.0,2821,99.9999999824
160.0,2851,99.9999999895
160.0,2881,99.9999999941
160.0,2911,99.9999999972
160.0,2941,99.9999999989
160.0,2971,99.9999999997
160.0,3001,100.0000000000
160.0,3003,100.0000000000
170.0,1,95.3227762737
170.0,31,99.5735502061
170.0,61,99.8819547749
170.0,91,99.9500129965
170.0,121,99.9731435425
170.0,151,99.9828422387
170.0,181,99.9871198507
170.0,211,99.9899312072
170.0,241,99.9918171057
170.0,271,99.9932403781
170.0,301,99.9943572750
170.0,331,99.9952664902
170.0,361,99.9960333360
170.0,391,99.9966771880
170.0,421,99.9972066007
170.0,451,99.9976591349
170.0,481,99.9980381147
170.0,511,99.9983476876
170.0,541,99.9985994738
170.0,571,99.9987997101
170.0,601,99.9989650226
170.0,631,99.9991033201
170.0,661,99.9992217696
170.0,691,99.9993224336
170.0,721,99.9994076286
170.0,751,99.9994775112
170.0,781,99.9995373978
170.0,811,99.9995896131
170.0,841,99.9996351788
170.0,871,99.9996765706
170.0,901,99.9997112167
170.0,931,99.9997421902
170.0,961,99.9997691105
170.0,991,99.9997935468
170.0,1021,99.9998162006
170.0,1051,99.9998365720
170.0,1081,99.9998551442
170.0,1111,99.9998712217
170.0,1141,99.9998852981
170.0,1171,99.9998980402
170.0,1201,99.9999092293
170.0,1231,99.9999190645
170.0,1261,99.9999278038
170.0,1291,99.9999355750
170.0,1321,99.9999424844
170.0,1351,99.9999486142
170.0,1381,99.9999540523
170.0,1411,99.9999588470
170.0,1441,99.9999631271
170.0,1471,99.9999670255
170.0,1501,99.9999706223
170.0,1531,99.9999739155
170.0,1561,99.9999769487
170.0,1591,99.9999796540
170.0,1621,99.9999820641
170.0,1651,99.9999841851
170.0,1681,99.9999860452
170.0,1711,99.9999876977
170.0,1741,99.9999891620
170.0,1771,99.9999904446
170.0,1801,99.9999915932
170.0,1831,99.9999926141
170.0,1861,99.9999935127
170.0,1891,99.9999942886
170.0,1921,99.9999949901
170.0,1951,99.9999956201
170.0,1981,99.9999961658
170.0,2011,99.9999966511
170.0,2041,99.9999970876
170.0,2071,99.9999974687
170.0,2101,99.9999978098
170.0,2131,99.9999981079
170.0,2161,99.9999983582
170.0,2191,99.9999985795
170.0,2221,99.9999987774
170.0,2251,99.9999989536
170.0,2281,99.9999991034
170.0,2311,99.9999992354
170.0,2341,99.9999993505
170.0,2371,99.9999994516
170.0,2401,99.9999995387
170.0,2431,99.9999996132
170.0,2461,99.9999996772
170.0,2491,99.9999997329
170.0,2521,99.9999997809
170.0,2551,99.9999998212
170.0,2581,99.9999998556
170.0,2611,99.9999998852
170.0,2641,99.9999999098
170.0,2671,99.9999999299
170.0,2701,99.9999999472
170.0,2731,99.9999999617
170.0,2761,99.9999999732
170.0,2791,99.9999999816
170.0,2821,99.9999999879
170.0,2851,99.9999999926
170.0,2881,99.9999999959
170.0,2911,99.9999999982
170.0,2941,99.9999999994
170.0,2971,99.9999999998
170.0,3001,100.0000000000
170.0,3003,100.0000000000
180.0,1,95.3713263257
180.0,31,99.6128705947
180.0,61,99.8904906752
180.0,91,99.9572543814
180.0,121,99.9786528217
180.0,151,99.9861844284
180.0,181,99.9896475079
180.0,211,99.9918690427
180.0,241,99.9933496038
180.0,271,99.9944889641
180.0,301,99.9954109019
180.0,331,99.9961773082
180.0,361,99.9968225184
180.0,391,99.9973371543
180.0,421,99.9977736334
180.0,451,99.9981266000
180.0,481,99.9984125040
180.0,511,99.9986490053
180.0,541,99.9988428506
180.0,571,99.9990083652
180.0,601,99.9991464466
180.0,631,99.9992639595
180.0,661,99.9993642456
180.0,691,99.9994506958
180.0,721,99.9995219823
180.0,751,99.9995826580
180.0,781,99.9996344669
180.0,811,99.9996796526
180.0,841,99.9997196674
180.0,871,99.9997527595
180.0,901,99.9997815734
180.0,931,99.9998068633
180.0,961,99.9998302631
180.0,991,99.9998512576
180.0,1021,99.9998700341
180.0,1051,99.9998860721
180.0,1081,99.9998998220
180.0,1111,99.9999118050
180.0,1141,99.9999222536
180.0,1171,99.9999313877
180.0,1201,99.9999393425
180.0,1231,99.9999462960
180.0,1261,99.9999524274
180.0,1291,99.9999577712
180.0,1321,99.9999624346
180.0,1351,99.9999666053
180.0,1381,99.9999703585
180.0,1411,99.9999736152
180.0,1441,99.9999765301
180.0,1471,99.9999791572
180.0,1501,99.9999815118
180.0,1531,99.9999836076
180.0,1561,99.9999854773
180.0,1591,99.9999871676
180.0,1621,99.9999886942
180.0,1651,99.9999900330
180.0,1681,99.9999912299
180.0,1711,99.9999923041
180.0,1741,99.9999932734
180.0,1771,99.9999941108
180.0,1801,99.9999948482
180.0,1831,99.9999955141
180.0,1861,99.9999961190
180.0,1891,99.9999966451
180.0,1921,99.9999971203
180.0,1951,99.9999975308
180.0,1981,99.9999978776
180.0,2011,99.9999981794
180.0,2041,99.9999984301
180.0,2071,99.9999986494
180.0,2101,99.9999988448
180.0,2131,99.9999990086
180.0,2161,99.9999991481
180.0,2191,99.9999992684
180.0,2221,99.9999993732
180.0,2251,99.9999994626
180.0,2281,99.9999995414
180.0,2311,99.9999996115
180.0,2341,99.9999996723
180.0,2371,99.9999997253
180.0,2401,99.9999997702
180.0,2431,99.9999998080
180.0,2461,99.9999998407
180.0,2491,99.9999998685
180.0,2521,99.9999998924
180.0,2551,99.9999999123
180.0,2581,99.9999999295
180.0,2611,99.9999999443
180.0,2641,99.9999999564
180.0,2671,99.9999999665
180.0,2701,99.9999999745
180.0,2731,99.9999999810
180.0,2761,99.9999999863
180.0,2791,99.9999999905
180.0,2821,99.9999999937
180.0,2851,99.9999999962
180.0,2881,99.9999999981
180.0,2911,99.9999999993
180.0,2941,99.9999999998
180.0,2971,100.0000000000
180.0,3001,100.0000000000
180.0,3003,100.0000000000
