R_angstrom,n_configs,cumulative_weight
1.75,1803,99.9999999990
1.75,1837,99.9999999992
1.75,1871,99.9999999993
1.75,1905,99.9999999995
1.75,1939,99.9999999996
1.75,1973,99.9999999996
1.75,2007,99.9999999997
1.75,2041,99.9999999998
1.75,2075,99.9999999998
1.75,2109,99.9999999998
1.75,2143,99.9999999999
1.75,2177,99.9999999999
1.75,2211,99.9999999999
1.75,2245,99.9999999999
1.75,2279,99.9999999999
1.75,2313,100.0000000000
1.75,2347,100.0000000000
1.75,2381,100.0000000000
1.75,2415,100.0000000000
1.75,2449,100.0000000000
1.75,2483,100.0000000000
1.75,2517,100.0000000000
1.75,2551,100.0000000000
1.75,2585,100.0000000000
1.75,2619,100.0000000000
1.75,2653,100.0000000000
1.75,2687,100.0000000000
1.75,2721,100.0000000000
1.75,2755,100.0000000000
1.75,2789,100.0000000000
1.75,2823,100.0000000000
1.75,2857,100.0000000000
1.75,2891,100.0000000000
1.75,2925,100.0000000000
1.75,2959,100.0000000000
1.75,2993,100.0000000000
1.75,3027,100.0000000000
1.75,3061,100.0000000000
1.75,3095,100.0000000000
1.75,3129,100.0000000000
1.75,3163,100.0000000000
1.75,3197,100.0000000000
1.75,3231,100.0000000000
1.75,3265,100.0000000000
1.75,3299,100.0000000000
1.75,3333,100.0000000000
1.75,3367,100.0000000000
1.75,3401,100.0000000000
1.75,3432,100.0000000000
1.8,1,99.2250452946
1.8,35,99.9833888944
1.8,69,99.9960092446
1.8,103,99.9986525000
1.8,137,99.9994218082
1.8,171,99.9997364977
1.8,205,99.9998695192
1.8,239,99.9999242491
1.8,273,99.9999514268
1.8,307,99.9999676915
1.8,341,99.9999774610
1.8,375,99.9999842792
1.8,409,99.9999890180
1.8,443,99.9999923226
1.8,477,99.9999944249
1.8,511,99.9999958622
1.8,545,99.9999970020
1.8,579,99.9999978699
1.8,613,99.9999984564
1.8,647,99.9999988748
1.8,681,99.9999991518
1.8,715,99.9999993561
1.8,749,99.9999995018
1.8,783,99.9999996053
1.8,817,99.9999996858
1.8,851,99.9999997495
1.8,885,99.9999997980
1.8,919,99.9999998339
1.8,953,99.9999998631
1.8,987,99.9999998867
1.8,1021,99.9999999065
1.8,1055,99.9999999229
1.8,1089,99.9999999359
1.8,1123,99.9999999466
1.8,1157,99.9999999556
1.8,1191,99.9999999631
1.8,1225,99.9999999695
1.8,1259,99.9999999749
1.8,1293,99.9999999794
1.8,1327,99.9999999831
1.8,1361,99.9999999862
1.8,1395,99.9999999886
1.8,1429,99.9999999907
1.8,1463,99.9999999925
1.8,1497,99.9999999939
1.8,1531,99.9999999951
1.8,1565,99.9999999960
1.8,1599,99.9999999968
1.8,1633,99.9999999974
1.8,1667,99.9999999979
1.8,1701,99.9999999983
1.8,1735,99.9999999986
1.8,1769,99.9999999989
1.8,1803,99.9999999991
1.8,1837,99.9999999993
